timestamp,transaction_id,from_user,to_user,amount,transaction_type,is_fraud
2025-03-18 04:45:52,3f46c037-1d26-48dc-918c-61cc72d0a3b0,USER01009,USER01074,1388.18,CASH_OUT,0
2025-03-18 04:03:54,0591898c-3abf-47bc-a0a9-439d99c38558,USER01002,USER01026,9374.4,TRANSFER,0
2025-03-17 18:43:06,3e13a2aa-0755-449d-8e49-cd0fab754ec3,USER01056,USER01089,2836.13,TRANSFER,0
2025-03-17 22:13:33,3731e44c-76e2-48cc-a80c-ad221b3338c5,USER01073,USER01048,9698.01,PAYMENT,0
2025-03-17 20:43:48,4351b6ed-0ba2-4b05-bf01-38f0f9301ae6,USER01079,USER01049,15460.67,TRANSFER,1
2025-03-18 14:05:09,892a5371-d92f-4f95-a7ed-e12ec129fdd6,USER01039,USER01000,8460.05,PAYMENT,0
2025-03-17 22:32:43,29ce5e50-5182-45fb-bce8-0aaf7f80bff3,USER01041,USER01074,5156.52,TRANSFER,0
2025-03-18 04:06:35,7f343318-d2ae-4b79-84b2-9a65703d589e,USER01078,USER01054,14352.56,PAYMENT,0
2025-03-18 16:00:33,93c97acc-0eb2-46c5-8ccd-1c7f49ff014f,USER01000,USER01082,6967.61,PAYMENT,0
2025-03-17 23:48:37,e5f91362-946b-468c-98c2-72c4251b6dc8,USER01010,USER01098,9016.33,DEPOSIT,0
2025-03-18 04:24:10,92b0f657-0bfa-418a-8fde-f6f94bea7b90,USER01001,USER01066,13589.08,CASH_OUT,0
2025-03-17 22:16:19,1dc726ee-a834-449a-a2ed-c6a37699a414,USER01081,USER01045,16273.07,DEPOSIT,1
2025-03-18 16:00:34,a72ec908-a8c2-4124-a56e-020e2ba0cf98,USER01003,USER01068,15193.24,TRANSFER,0
2025-03-18 14:02:30,ded69db7-7b33-4bd8-a3ef-447e25fafcc3,USER01053,USER01081,6282.03,CASH_OUT,0
2025-03-18 00:52:35,24d3c29c-d546-45c3-9b0c-1eb0e0020448,USER01032,USER01062,19318.27,TRANSFER,1
2025-03-17 23:42:39,d032f09e-7bea-4c52-a65c-f013e6310cf2,USER01082,USER01073,15122.29,TRANSFER,1
2025-03-18 16:23:04,b90f9ab2-6416-4aaa-8d65-78dfc8c7220b,USER01029,USER01058,2351.51,TRANSFER,0
2025-03-18 10:24:12,c713807e-bed2-4f9b-8272-37cd8b38478f,USER01077,USER01010,17789.79,CASH_OUT,0
2025-03-18 13:52:51,e34d968e-e0db-4a54-9be7-b23692671838,USER01073,USER01074,18589.06,TRANSFER,0
2025-03-18 00:11:24,d7111eba-e617-4b62-a2d7-c510fd3141c4,USER01069,USER01054,15753.87,PAYMENT,0
2025-03-17 18:02:53,1cdc8aaa-5f23-4abc-8384-e298b566e16e,USER01081,USER01030,4176.04,PAYMENT,0
2025-03-18 15:29:54,17d56bf5-0e7f-46a9-8e4e-060c327c19b9,USER01089,USER01014,17540.64,TRANSFER,0
2025-03-18 09:02:55,463a77f9-62d7-4332-99e7-a7bc9f9003a5,USER01011,USER01027,10069.56,TRANSFER,0
2025-03-18 00:57:29,fa5bf990-1814-4889-a8e5-40b389a42cf0,USER01025,USER01010,18039.67,CASH_OUT,1
2025-03-18 10:32:26,1c8bb58a-d512-4c54-ae9b-4e607570ad1c,USER01069,USER01068,8021.58,TRANSFER,0
2025-03-17 23:37:44,74859a34-90ae-4101-85ab-390d654b7fd4,USER01041,USER01054,11913.01,PAYMENT,0
2025-03-18 10:26:11,d8c13d1c-55ea-464d-94ae-6a03a37df876,USER01028,USER01002,6589.11,DEPOSIT,0
2025-03-17 22:33:02,30be5696-b9a8-4ddb-bc5d-300a9d0b9d56,USER01088,USER01046,9712.38,TRANSFER,0
2025-03-18 10:14:31,df937fe8-56a0-439c-b0b6-0e80e144c74f,USER01042,USER01072,1745.1,PAYMENT,0
2025-03-18 04:29:14,024caad4-6948-40cc-9aaa-5ed778fdc8af,USER01096,USER01012,14964.73,TRANSFER,0
2025-03-18 03:19:47,29db7076-e2a1-4ff1-9484-70b142668d29,USER01005,USER01011,11492.01,TRANSFER,0
2025-03-18 08:30:26,34f02444-c3d1-4b62-a61c-cee943e184e3,USER01076,USER01035,5954.0,DEPOSIT,0
2025-03-18 06:10:04,c3cf198b-5115-49cc-a0de-111bb5bb377d,USER01060,USER01033,1321.44,DEPOSIT,0
2025-03-18 16:32:33,c6afc115-0ade-4fce-9a28-1b50e78b275e,USER01052,USER01009,4256.03,DEPOSIT,0
2025-03-18 08:17:53,89624dfe-7977-41da-bf6e-d0810af59b2e,USER01080,USER01023,17036.44,TRANSFER,0
2025-03-18 04:23:04,7655da2e-517a-4c95-9603-d19f1f53e6b9,USER01074,USER01003,780.25,DEPOSIT,0
2025-03-18 07:03:01,b2c45b0a-7ce2-4cd7-baa8-ffa2e9cbc8f0,USER01044,USER01096,15841.9,TRANSFER,0
2025-03-18 14:26:33,404d1082-03c2-4cbc-850a-1883ea795905,USER01081,USER01022,2639.77,DEPOSIT,0
2025-03-18 08:10:04,a7897cb0-319f-482e-a550-120c83a5305c,USER01056,USER01021,450.21,DEPOSIT,0
2025-03-17 21:49:59,2ef70db7-7313-4274-9802-71eb53447379,USER01016,USER01042,11132.47,TRANSFER,0
2025-03-18 09:41:06,c1e50fa6-5fe0-4917-9017-3519a9f51a17,USER01017,USER01013,12371.85,PAYMENT,0
2025-03-17 23:28:46,7370481f-a33c-4034-b693-aac2a28d03f2,USER01059,USER01038,18310.01,TRANSFER,0
2025-03-17 22:55:13,68e7f051-a9f9-4f34-923b-dd2310c9b36d,USER01089,USER01057,10639.42,TRANSFER,0
2025-03-18 08:04:47,fba1aa02-e722-4541-8bf5-9d0f58792377,USER01012,USER01083,1709.18,PAYMENT,0
2025-03-18 09:23:30,e4fabade-1b69-4193-a37b-4cba4df928bd,USER01069,USER01027,18046.92,CASH_OUT,1
2025-03-18 11:33:02,838bab7a-1e17-4290-95ad-a175fd8f149c,USER01015,USER01089,11277.95,TRANSFER,0
2025-03-18 11:18:33,3762d6d4-bf0c-42d1-9bdc-b519166f7940,USER01089,USER01086,10716.91,DEPOSIT,0
2025-03-18 11:07:40,58724654-3c76-4674-9c6e-8d2dd629b24c,USER01038,USER01028,3367.31,CASH_OUT,0
2025-03-18 11:24:42,932c29c0-ed3d-466d-bef3-78e1644e51a5,USER01096,USER01043,3267.52,TRANSFER,0
2025-03-18 15:05:06,170780c9-0e92-40cc-941f-9b8969b32cb5,USER01082,USER01086,10529.03,TRANSFER,0
2025-03-17 19:56:03,dfc08350-ded7-4418-86ba-84c1471bf6e6,USER01028,USER01015,6573.28,TRANSFER,0
2025-03-18 05:41:57,e45b3a0f-48db-4087-b5ca-335fef95786c,USER01025,USER01042,14858.99,DEPOSIT,0
2025-03-17 18:35:26,4cc678c1-479e-4ae4-aeda-d1979b6b46f6,USER01091,USER01002,18323.0,TRANSFER,0
2025-03-18 07:50:30,d6521488-d5e3-432c-862f-c0a1a2d6c750,USER01000,USER01036,14824.46,TRANSFER,0
2025-03-18 03:17:49,ee0c00fd-e328-4e1a-a18b-2951563567fe,USER01002,USER01025,16053.4,PAYMENT,0
2025-03-18 02:09:58,79a32a21-e3ed-4114-b510-9dda479cd3b5,USER01049,USER01012,14821.75,CASH_OUT,0
2025-03-17 20:17:48,aa41f42d-b5c3-4341-998d-0d851045028a,USER01017,USER01008,14651.21,TRANSFER,0
2025-03-18 09:52:00,e735f34a-58e6-425d-b017-57392043fe6d,USER01014,USER01066,14992.68,DEPOSIT,0
2025-03-17 20:43:52,c0366b6c-93b2-4d17-add4-60cbde8c5cf2,USER01007,USER01033,15208.85,TRANSFER,0
2025-03-18 03:29:59,7d09ee47-827c-45c2-b773-b5e6e543d564,USER01094,USER01038,12708.77,CASH_OUT,0
2025-03-17 21:35:39,be610acf-ab79-409c-be6f-dee542b6312b,USER01023,USER01006,8973.44,PAYMENT,0
2025-03-18 16:13:59,4788c713-13c9-4391-bb52-6ef5ccfa9850,USER01086,USER01079,371.9,DEPOSIT,0
2025-03-17 22:13:31,7f58f175-d2bd-4f7e-b244-639610c3553c,USER01086,USER01097,17645.18,TRANSFER,0
2025-03-18 08:40:42,c26eab8a-5f9b-447f-9506-88be33f87c1a,USER01085,USER01051,7958.06,TRANSFER,0
2025-03-18 11:07:33,44608454-40e6-4845-9f1b-f6223aeb1465,USER01038,USER01035,4463.37,TRANSFER,0
2025-03-17 19:41:06,6a97d76c-96e9-4ffc-ad16-17a39e3e7b49,USER01084,USER01098,12692.44,CASH_OUT,0
2025-03-18 15:17:41,7ab4b51a-4fbc-4074-8cf3-b091209f1b0f,USER01005,USER01032,12361.43,TRANSFER,0
2025-03-18 07:26:28,864427bc-2246-4c6f-89c0-69a18aec65ac,USER01072,USER01055,9030.23,TRANSFER,0
2025-03-18 17:23:36,9198f80e-2313-4a80-b626-e70def469af4,USER01015,USER01017,7082.75,DEPOSIT,0
2025-03-18 00:29:30,b4993684-8dda-4864-a3eb-be8eddb971e6,USER01066,USER01020,15480.67,DEPOSIT,0
2025-03-18 12:21:09,fbf7ede5-b24f-40ba-b402-d06e0a421d1d,USER01076,USER01040,8793.44,PAYMENT,0
2025-03-17 17:52:08,ec593193-5439-49f8-a0e2-40e4b8684c86,USER01069,USER01053,14038.53,TRANSFER,0
2025-03-18 07:06:26,abb3a621-7241-4da9-ac86-c7101ec28860,USER01045,USER01093,13037.19,TRANSFER,0
2025-03-17 22:44:40,3099ea02-0b2c-4e28-9672-7e046bc7caff,USER01095,USER01054,13906.42,CASH_OUT,0
2025-03-18 16:34:04,9565f288-49f3-4a80-814c-3d4932bd286b,USER01098,USER01073,7408.26,TRANSFER,0
2025-03-18 02:23:49,584ab8bc-9272-4a5c-98ca-cedc44f4c3c1,USER01033,USER01065,18426.5,PAYMENT,1
2025-03-18 14:46:20,1c02652b-de12-4b80-9006-74feb2cb8844,USER01055,USER01009,15877.56,CASH_OUT,0
2025-03-17 20:12:10,9ff37a5c-889e-4f27-8f02-7b17b9762746,USER01067,USER01062,11390.13,TRANSFER,0
2025-03-17 23:41:02,ca017029-95f3-454d-bb08-d0bff012fb00,USER01082,USER01045,9163.02,PAYMENT,0
2025-03-17 21:14:58,a61ee8af-ab3a-47c6-aaad-88fd4059866a,USER01055,USER01035,4001.3,PAYMENT,0
2025-03-18 01:30:57,b980ce31-6561-4ce2-a413-5914564efaa5,USER01049,USER01032,13303.81,DEPOSIT,0
2025-03-18 12:47:03,ecd6b470-304d-43f4-b9b9-d058470ed2fd,USER01085,USER01033,12592.05,CASH_OUT,0
2025-03-18 17:04:30,1905b695-49a5-4e65-a3e9-4787543590f2,USER01023,USER01093,3928.39,DEPOSIT,0
2025-03-18 08:21:32,d20f6754-db77-47b1-b98d-5544d9e5cdd4,USER01078,USER01059,11852.13,DEPOSIT,0
2025-03-18 13:35:06,b35e03c8-ae9a-4c24-b0e6-1146364a9196,USER01035,USER01097,17781.52,DEPOSIT,0
2025-03-18 09:00:09,65db66c5-2877-4bcf-a235-f830de4faeb4,USER01018,USER01049,4905.91,TRANSFER,0
2025-03-18 00:05:08,fda601b2-a854-4696-a911-adaf7b817413,USER01014,USER01094,7172.86,DEPOSIT,0
2025-03-18 14:06:29,1ee1aa77-2ad2-4d81-a22a-002062703253,USER01066,USER01011,10107.26,DEPOSIT,0
2025-03-17 19:27:17,c2ca612f-acb5-45e0-b727-954a908c67e6,USER01040,USER01075,16520.16,CASH_OUT,1
2025-03-18 15:51:36,a387e913-387f-4be4-9b25-78858cbb08d9,USER01013,USER01045,4276.21,PAYMENT,0
2025-03-18 09:44:24,70b9a4d6-3f12-4569-953e-a74559a73424,USER01085,USER01015,5094.58,TRANSFER,0
2025-03-18 00:11:27,64f443bd-7353-4342-b87a-528b16fa6c34,USER01045,USER01017,11728.16,CASH_OUT,0
2025-03-17 18:49:24,3478683c-d694-44ea-9ea4-47201bf234a4,USER01024,USER01084,17296.53,TRANSFER,0
2025-03-18 13:42:17,5a879252-383f-4f5c-a38a-6eb836c04bc0,USER01036,USER01074,14382.86,CASH_OUT,0
